model,category,pearson_delta,mse,de_pearson_delta,direction_accuracy,n_perturbations
MLP (coexpr_only),test_combo_0_unseen,0.7120781202207912,0.003975509565365924,0.776842088861899,0.9209090909090908,22
MLP (coexpr_only),test_combo_1_unseen,0.4998985080450189,0.005568553068145525,0.5524923652410507,0.8003921568627451,51
MLP (coexpr_only),test_combo_2_unseen,0.20279430001974105,0.012690729647874831,0.212871453166008,0.716,5
MLP (coexpr_only),test_unseen_single,0.2507527107014679,0.004364960520223786,0.30311460707050103,0.7161538461538461,26
MLP (coexpr_only),"train (seen, sanity check)",0.7663828020782343,0.0010827475209355595,0.8232795134785452,0.9225,112
MLP (coexpr_only),val (held-out train genes' combo),0.7228844836354256,0.002522398537257686,0.7841308549046516,0.907,20
