candidate,gene_1,gene_2,effect,pathway_relevance,uncertainty,priority,experiment_priority_0_10
PRDM1_PTPN1,PRDM1,PTPN1,0.6750805,0.7142857142857143,0.01512097381055355,0.47501761268431714,7.475565780258264
PRDM1_ZBTB1,PRDM1,ZBTB1,0.67021334,0.7142857142857143,0.014729103073477745,0.47177499300972175,7.424535216273878
CNN1_PRDM1,CNN1,PRDM1,0.66951257,0.7142857142857143,0.015539831481873989,0.47090547253036263,7.410851181477781
CLDN6_PRDM1,CLDN6,PRDM1,0.6687567,0.7142857142857143,0.016848722472786903,0.4697683768518815,7.392956195447901
EGR1_IKZF3,EGR1,IKZF3,0.6635225,0.7142857142857143,0.014802217483520508,0.4670315276970355,7.349885169571451
IKZF3_SLC6A9,IKZF3,SLC6A9,0.6561071,0.7142857142857143,0.012488318607211113,0.4628675113781777,7.284354172255827
KLF1_TP73,KLF1,TP73,0.66165066,0.7142857142857143,0.02130475454032421,0.46274886169758184,7.282486928877021
IKZF3_NCL,IKZF3,NCL,0.65262365,0.7142857142857143,0.011633909307420254,0.4607988602874992,7.251798879795446
PTPN1_TP73,PTPN1,TP73,0.8194477,0.5714285714285714,0.01628744974732399,0.46075136175452847,7.251051374022593
CLDN6_TP73,CLDN6,TP73,0.8199859,0.5714285714285714,0.018564186990261078,0.46002342548161634,7.239595513551989
ARRDC3_IKZF3,ARRDC3,IKZF3,0.6389917,0.7142857142857143,0.008861062116920948,0.45241378585800707,7.119839192836033
IKZF3_RHOXF2,IKZF3,RHOXF2,0.6341741,0.7142857142857143,0.008319045417010784,0.44924422298087036,7.0699583565259765
ATL1_PRDM1,ATL1,PRDM1,0.6337419,0.7142857142857143,0.015262528322637081,0.44586772776679706,7.01682093297468
