candidate,gene_1,gene_2,effect,pathway_relevance,uncertainty,priority,experiment_priority_0_10
CITED1_ZBTB1,CITED1,ZBTB1,0.41387,0.5714285714285714,0.015426283702254295,0.2329042989515827,3.6653196867345863
BPGM_S1PR2,BPGM,S1PR2,0.4126163,0.5714285714285714,0.013302060775458813,0.2326855526393993,3.661877177652291
CLDN6_RHOXF2,CLDN6,RHOXF2,0.40917364,0.5714285714285714,0.005264479201287031,0.23258904701585517,3.6603584252572126
DUSP9_IER5L,DUSP9,IER5L,0.5495636,0.42857142857142855,0.012721767649054527,0.23256856816132837,3.660036140314441
CITED1_PTPN12,CITED1,PTPN12,0.41133773,0.5714285714285714,0.013820577412843704,0.2318458892363806,3.648663017092916
BPGM_IER5L,BPGM,IER5L,0.4099052,0.5714285714285714,0.011532588861882687,0.2315610418429707,3.644180245570534
ATL1_ELMSAN1,ATL1,ELMSAN1,0.3275275,0.7142857142857143,0.010756568983197212,0.2314585100261903,3.6425666562625927
CLDN6_KIF2C,CLDN6,KIF2C,0.40914038,0.5714285714285714,0.010571875609457493,0.23134871204345164,3.640838716033463
NCL_PTPN1,NCL,PTPN1,0.4086691,0.5714285714285714,0.010126023553311825,0.23118423109526307,3.638250205386806
AHR_PTPN1,AHR,PTPN1,0.40954092,0.5714285714285714,0.013543887063860893,0.2308961522756197,3.633716579456657
DUSP9_ELMSAN1,DUSP9,ELMSAN1,0.40873945,0.5714285714285714,0.011910835281014442,0.23081618506447008,3.632458099494546
CDKN1B_PTPN12,CDKN1B,PTPN12,0.40676823,0.5714285714285714,0.008190132677555084,0.2305507488262035,3.6282808100496076
CNN1_ELMSAN1,CNN1,ELMSAN1,0.40677327,0.5714285714285714,0.010575901716947556,0.2300093122208174,3.6197599787134163
IER5L_PTPN12,IER5L,PTPN12,0.40711108,0.5714285714285714,0.011415539309382439,0.2300092226774325,3.6197585695289014
CLDN6_EGR1,CLDN6,EGR1,0.40700555,0.5714285714285714,0.012998311780393124,0.2295903126640478,3.613165994269703
PTPN12_RREB1,PTPN12,RREB1,0.40468597,0.5714285714285714,0.007607331499457359,0.22950322098695544,3.611795393383269
IGDCC3_RREB1,IGDCC3,RREB1,0.40587285,0.5714285714285714,0.01059988047927618,0.22949472709937038,3.6116617212547486
CBL_ZNF318,CBL,ZNF318,0.32326347,0.7142857142857143,0.006446611601859331,0.22942347195409393,3.61054034699099
BPGM_NCL,BPGM,NCL,0.32446596,0.7142857142857143,0.010878116823732853,0.22926740259936879,3.6080842133732554
PTPN9_SAMD1,PTPN9,SAMD1,0.40352693,0.5714285714285714,0.0063916766084730625,0.22912234237014498,3.6058013353142
MIDN_ZBTB1,MIDN,ZBTB1,0.4064169,0.5714285714285714,0.014520473778247833,0.22891428076320913,3.602526976243163
CLDN6_KIF18B,CLDN6,KIF18B,0.40292454,0.5714285714285714,0.005931155290454626,0.22888504023055428,3.6020668048316735
HOXB9_ZBTB1,HOXB9,ZBTB1,0.40618482,0.5714285714285714,0.014376197010278702,0.22881610731690882,3.600981976571371
AHR_S1PR2,AHR,S1PR2,0.40561926,0.5714285714285714,0.013278642669320107,0.22874501307977432,3.5998631345914007
CELF2_ZBTB1,CELF2,ZBTB1,0.32265934,0.7142857142857143,0.007618503179401159,0.22872839165032402,3.5996015556816943
CBL_CKS1B,CBL,CKS1B,0.40354344,0.5714285714285714,0.009289710782468319,0.22847379735135742,3.5955948907110034
BPGM_CDKN1C,BPGM,CDKN1C,0.4041622,0.5714285714285714,0.010927775874733925,0.22845334069794998,3.5952729551572298
KMT2A_ZBTB25,KMT2A,ZBTB25,0.32205996,0.7142857142857143,0.007182152941823006,0.22840240696177896,3.594471388046847
CLDN6_GLB1L2,CLDN6,GLB1L2,0.40134564,0.5714285714285714,0.00462011992931366,0.22828565883285762,3.5926340702418464
RHOXF2_ZBTB1,RHOXF2,ZBTB1,0.3212502,0.7142857142857143,0.007001636084169149,0.22786897314062918,3.5860765001249333
BPGM_MAP4K5,BPGM,MAP4K5,0.3215901,0.7142857142857143,0.008483104407787323,0.22777497238381444,3.584597167943982
CDKN1C_ZBTB25,CDKN1C,ZBTB25,0.40170583,0.5714285714285714,0.009073073975741863,0.22748222624131265,3.5799900902551727
PTPN9_ZBTB25,PTPN9,ZBTB25,0.3999329,0.5714285714285714,0.005220178514719009,0.22734629241490462,3.577850838501258
BPGM_TGFBR2,BPGM,TGFBR2,0.32073122,0.7142857142857143,0.009573248215019703,0.2269213559835571,3.571163422792574
CLDN6_FOXO4,CLDN6,FOXO4,0.3977635,0.5714285714285714,0.0045472304336726665,0.22626454621332895,3.5608269120794023
CDKN1B_KLF1,CDKN1B,KLF1,0.39925882,0.5714285714285714,0.009618431329727173,0.22597437935146308,3.5562604256898314
BPGM_CDKN1B,BPGM,CDKN1B,0.3986536,0.5714285714285714,0.00955029297620058,0.22564705969335774,3.551109249038695
ATL1_IGDCC3,ATL1,IGDCC3,0.5324477,0.42857142857142855,0.01140010729432106,0.22561977990088736,3.5506799346772087
CLDN6_PLK4,CLDN6,PLK4,0.3976809,0.5714285714285714,0.007717107888311148,0.225505979422505,3.548889005374262
CLDN6_MAP2K6,CLDN6,MAP2K6,0.39614812,0.5714285714285714,0.004521262366324663,0.22535147849622203,3.5464575548202237
CDKN1C_UBASH3B,CDKN1C,UBASH3B,0.39707837,0.5714285714285714,0.008147655054926872,0.22506814529542876,3.541998612827964
ARRDC3_BPGM,ARRDC3,BPGM,0.31756672,0.7142857142857143,0.008312314748764038,0.22496340666502784,3.5403502939017
CBL_HK2,CBL,HK2,0.3960894,0.5714285714285714,0.006781922187656164,0.22481214428569762,3.5379698098173913
KLF1_SLC6A9,KLF1,SLC6A9,0.39780945,0.5714285714285714,0.011460882611572742,0.2247439196664674,3.5368961283048117
FEV_ZBTB1,FEV,ZBTB1,0.31791613,0.7142857142857143,0.010561298578977585,0.22470972002403328,3.5363579131526772
RREB1_ZBTB1,RREB1,ZBTB1,0.39708456,0.5714285714285714,0.00991141702979803,0.2246785820021506,3.5358678800999326
CLDN6_FOXF1,CLDN6,FOXF1,0.39465177,0.5714285714285714,0.004484744276851416,0.22450843456397623,3.5331901933522203
BCL2L11_CLDN6,BCL2L11,CLDN6,0.3947873,0.5714285714285714,0.004869120195508003,0.22449963375878385,3.5330516911232963
CLDN6_PTPN13,CLDN6,PTPN13,0.39420003,0.5714285714285714,0.004519070964306593,0.2242437847030412,3.5290252794809724
KLF1_RREB1,KLF1,RREB1,0.39609227,0.5714285714285714,0.010052966885268688,0.22408571138928168,3.5265376086587583
CLDN6_MAP4K3,CLDN6,MAP4K3,0.39306054,0.5714285714285714,0.004519915673881769,0.22359538781201488,3.5188211660309654
PTPN12_TGFBR2,PTPN12,TGFBR2,0.3152239,0.7142857142857143,0.007844056934118271,0.22340750911039492,3.515864434416883
CBL_RREB1,CBL,RREB1,0.3936999,0.5714285714285714,0.007858254946768284,0.22321728124799742,3.5128707330032567
BPGM_KIF2C,BPGM,KIF2C,0.31506178,0.7142857142857143,0.010021276772022247,0.22281127358103475,3.5064812077717247
HK2_ZBTB25,HK2,ZBTB25,0.39178994,0.5714285714285714,0.005812615621834993,0.2225861596283756,3.502938488267815
GLB1L2_ZBTB1,GLB1L2,ZBTB1,0.31358328,0.7142857142857143,0.0064230249263346195,0.22255856125383341,3.5025041602370024
CLDN6_PRTG,CLDN6,PRTG,0.39254546,0.5714285714285714,0.007967707701027393,0.22253857009536868,3.5021895503864706
BPGM_ZNF318,BPGM,ZNF318,0.31361112,0.7142857142857143,0.008511439897119999,0.22211740391333054,3.4955614687866023
CLDN6_HOXC13,CLDN6,HOXC13,0.39017698,0.5714285714285714,0.004493118263781071,0.22196097832446976,3.4930997289520804
POU3F2_S1PR2,POU3F2,S1PR2,0.39174366,0.5714285714285714,0.009935598820447922,0.22165128177093987,3.488225895022536
BPGM_CKS1B,BPGM,CKS1B,0.39232177,0.5714285714285714,0.011735138483345509,0.2215835522842109,3.487160005632784
PRDM1_SET,PRDM1,SET,0.5283271,0.42857142857142855,0.02200174145400524,0.22155138685178405,3.486653803758292
ELMSAN1_ZBTB1,ELMSAN1,ZBTB1,0.31373876,0.7142857142857143,0.011840976774692535,0.22147661718574255,3.485477119900819
CLDN6_MAPK1,CLDN6,MAPK1,0.38924977,0.5714285714285714,0.004931360017508268,0.2213369488676254,3.4832790967715233
CKS1B_PRDM1,CKS1B,PRDM1,0.5251407,0.42857142857142855,0.01689736545085907,0.22132056667079664,3.4830212827731617
NCL_PTPN12,NCL,PTPN12,0.312534,0.7142857142857143,0.009593053720891476,0.22111738366689224,3.4798237004718766
CKS1B_PTPN1,CKS1B,PTPN1,0.5224715,0.42857142857142855,0.012790385633707047,0.22108854405750622,3.4793698385701592
ARID1A_ZBTB1,ARID1A,ZBTB1,0.39314374,0.5714285714285714,0.017025401815772057,0.22089277926149667,3.476288999942391
CLDN6_MAP7D1,CLDN6,MAP7D1,0.3878348,0.5714285714285714,0.00461235735565424,0.22060238147955047,3.4717188794596745
KIF18B_ZBTB1,KIF18B,ZBTB1,0.31061012,0.7142857142857143,0.007086021825671196,0.22030329428280668,3.4670120097487667
FOXA1_PRDM1,FOXA1,PRDM1,0.51978105,0.42857142857142855,0.01134585402905941,0.22026422273795676,3.4663971232774817
BPGM_EGR1,BPGM,EGR1,0.31196058,0.7142857142857143,0.012146617285907269,0.22015484758332718,3.4646758372844446
MEIS1_PTPN1,MEIS1,PTPN1,0.38791218,0.5714285714285714,0.00852547213435173,0.21979028915725457,3.4589386173960013
BPGM_DUSP9,BPGM,DUSP9,0.51874393,0.42857142857142855,0.011975996196269989,0.2196878472825045,3.4573264435462376
MAP4K3_ZBTB1,MAP4K3,ZBTB1,0.30946198,0.7142857142857143,0.006401911377906799,0.21963816809700912,3.4565446198639913
PTPN1_SET,PTPN1,SET,0.5230583,0.42857142857142855,0.021011482924222946,0.21955467158838957,3.455230597760516
FOXO4_ZBTB1,FOXO4,ZBTB1,0.30924094,0.7142857142857143,0.006429432425647974,0.2194752822415644,3.4539812119091375
CNN1_MEIS1,CNN1,MEIS1,0.38705382,0.5714285714285714,0.00834320392459631,0.21934358177376997,3.4519085824234135
CDKN1C_DUSP9,CDKN1C,DUSP9,0.51860476,0.42857142857142855,0.013441421091556549,0.21931132501670803,3.4514009433320716
BCL2L11_ZBTB1,BCL2L11,ZBTB1,0.3089004,0.7142857142857143,0.006738187745213509,0.21916634891858713,3.4491193892820156
MAP2K6_ZBTB1,MAP2K6,ZBTB1,0.3086621,0.7142857142857143,0.006396940443664789,0.2190715315492307,3.4476272057022745
CEBPB_IKZF3,CEBPB,IKZF3,0.52305806,0.42857142857142855,0.023345235735177994,0.21905387430759646,3.4473493257504373
CNN1_ZC3HAV1,CNN1,ZC3HAV1,0.3879884,0.5714285714285714,0.012328098528087139,0.21900770206389525,3.446622692388234
PTPN13_ZBTB1,PTPN13,ZBTB1,0.30826807,0.7142857142857143,0.006423181854188442,0.21878617533787054,3.4431364266830013
FOXF1_ZBTB1,FOXF1,ZBTB1,0.3075707,0.7142857142857143,0.006394694559276104,0.21829740894462857,3.4354444901604535
CKS1B_CNN1,CKS1B,CNN1,0.51641256,0.42857142857142855,0.01431148312985897,0.21819694503278392,3.4338634444023968
DUSP9_POU3F2,DUSP9,POU3F2,0.5133565,0.42857142857142855,0.010377763770520687,0.217750171653798,3.4268323708289268
PTPN12_SGK1,PTPN12,SGK1,0.38522908,0.5714285714285714,0.01100629661232233,0.21773445340337827,3.426585005653772
CNN1_RHOXF2,CNN1,RHOXF2,0.38289633,0.5714285714285714,0.005284227896481752,0.2176478045043311,3.4252213729645473
EGR1_PTPN12,EGR1,PTPN12,0.30789873,0.7142857142857143,0.01090372446924448,0.21755549909509567,3.423768721230828
DUSP9_ZBTB25,DUSP9,ZBTB25,0.5119748,0.42857142857142855,0.009765056893229485,0.21729586984853175,3.419682819025645
CLDN6_STIL,CLDN6,STIL,0.38306156,0.5714285714285714,0.0074487123638391495,0.21727390801684043,3.419337195804359
ELMSAN1_PTPN1,ELMSAN1,PTPN1,0.3840856,0.5714285714285714,0.010252082720398903,0.21725021601878378,3.418964344176948
CDKN1B_DUSP9,CDKN1B,DUSP9,0.5100745,0.42857142857142855,0.00992960948497057,0.21645405134268142,3.406434742643885
ATL1_IER5L,ATL1,IER5L,0.51080865,0.42857142857142855,0.012362298555672169,0.2162447097705565,3.4031402401850834
TMSB4X_ZBTB1,TMSB4X,ZBTB1,0.30774525,0.7142857142857143,0.017981762066483498,0.2159351400324999,3.3982684020076697
CBL_DUSP9,CBL,DUSP9,0.50861675,0.42857142857142855,0.00953014474362135,0.2159208482651339,3.398043486037803
HK2_UBASH3B,HK2,UBASH3B,0.38010454,0.5714285714285714,0.005971471779048443,0.21591327527202797,3.397924306439815
DUSP9_MAP2K3,DUSP9,MAP2K3,0.38168913,0.5714285714285714,0.012079046107828617,0.21550498041081856,3.3914987866038993
TBX3_TP73,TBX3,TP73,0.77315426,0.2857142857142857,0.02532397024333477,0.21544528674874444,3.3905593606003506
KIF2C_ZBTB1,KIF2C,ZBTB1,0.3047514,0.7142857142857143,0.011393987573683262,0.21522727183858148,3.387128361920553
CITED1_PTPN1,CITED1,PTPN1,0.5091486,0.42857142857142855,0.014757766388356686,0.21503313313428432,3.3840731138292957
BPGM_ELMSAN1,BPGM,ELMSAN1,0.30414483,0.7142857142857143,0.011358821764588356,0.21480635964096853,3.3805042773877974
FOXA3_PRDM1,FOXA3,PRDM1,0.5038713,0.42857142857142855,0.011538136750459671,0.21348167142911767,3.359657063302275
CDKN1B_ZBTB25,CDKN1B,ZBTB25,0.37646526,0.5714285714285714,0.008034391328692436,0.2134083996798639,3.3585039528348846
CLDN6_DLX2,CLDN6,DLX2,0.37602347,0.5714285714285714,0.008346195332705975,0.2130920472103863,3.353525371762989
CNN1_PLK4,CNN1,PLK4,0.37556556,0.5714285714285714,0.007416197564452887,0.21302902533086987,3.352533568104893
SET_ZBTB1,SET,ZBTB1,0.3797362,0.5714285714285714,0.018712760880589485,0.2130061889072781,3.352174181037577
CLDN6_IRF1,CLDN6,IRF1,0.37426195,0.5714285714285714,0.004845232702791691,0.2128327446744605,3.3494446111500364
MAP7D1_ZBTB1,MAP7D1,ZBTB1,0.29905975,0.7142857142857143,0.00655159680172801,0.2122237020506776,3.3398598335007583
DUSP9_SAMD1,DUSP9,SAMD1,0.50037944,0.42857142857142855,0.011242666281759739,0.2120641661363692,3.3373491450759927
IER5L_RREB1,IER5L,RREB1,0.37464026,0.5714285714285714,0.010570783168077469,0.2118408229750172,3.3338342933111864
HOXC13_ZBTB1,HOXC13,ZBTB1,0.2980478,0.7142857142857143,0.006469036918133497,0.21152294369174227,3.3288316840839736
HOXA13_S1PR2,HOXA13,S1PR2,0.50155157,0.42857142857142855,0.016959499567747116,0.2113660104548326,3.3263619551638235
PRTG_ZBTB1,PRTG,ZBTB1,0.29871017,0.7142857142857143,0.009645940735936165,0.21132596753263688,3.3257317816904313
MAPK1_ZBTB1,MAPK1,ZBTB1,0.29779816,0.7142857142857143,0.0066862259991467,0.21130016841906468,3.325325769438609
CNN1_TBX2,CNN1,TBX2,0.5008075,0.42857142857142855,0.017224585637450218,0.21099745219850183,3.3205617881479346
SLC4A1_ZBTB1,SLC4A1,ZBTB1,0.29831922,0.7142857142857143,0.009894803166389465,0.21099737998705262,3.320560651723886
DUSP9_RREB1,DUSP9,RREB1,0.49734735,0.42857142857142855,0.010572629049420357,0.2109188991012543,3.3193255627322107
BCORL1_CLDN6,BCORL1,CLDN6,0.3725253,0.5714285714285714,0.010246263816952705,0.2107125858591027,3.3160787184640013
DUSP9_PTPN12,DUSP9,PTPN12,0.4968217,0.42857142857142855,0.011098199523985386,0.2105864558643295,3.3140937540171835
RREB1_UBASH3B,RREB1,UBASH3B,0.3710512,0.5714285714285714,0.007881236262619495,0.2103712670748198,3.3107072312689776
CDKN1B_UBASH3B,CDKN1B,UBASH3B,0.370811,0.5714285714285714,0.007723343092948198,0.2102680196939633,3.30908238080739
PLK4_ZBTB1,PLK4,ZBTB1,0.2968833,0.7142857142857143,0.008837736211717129,0.21020180252374354,3.3080402914226132
DUSP9_KMT2A,DUSP9,KMT2A,0.49405542,0.42857142857142855,0.009046816267073154,0.2098396563946066,3.3023410349358264
ELMSAN1_IGDCC3,ELMSAN1,IGDCC3,0.29689875,0.7142857142857143,0.011093282140791416,0.20974379042054517,3.300832348992299
KMT2A_UBASH3B,KMT2A,UBASH3B,0.29560083,0.7142857142857143,0.007460018619894981,0.2095799805205569,3.298254398932932
CLDN6_TBX2,CLDN6,TBX2,0.4975865,0.42857142857142855,0.017525507137179375,0.209578384831026,3.298229286849223
ZBTB25_ZNF318,ZBTB25,ZNF318,0.2948739,0.7142857142857143,0.006343548651784658,0.20929652677188432,3.2937935598244863
HOXA13_TP73,HOXA13,TP73,0.74674517,0.2857142857142857,0.021039551123976707,0.20895935165593063,3.288487283401315
CNN1_HNF4A,CNN1,HNF4A,0.49468133,0.42857142857142855,0.014768020249903202,0.20892093505832138,3.2878827041292777
DLX2_ZBTB1,DLX2,ZBTB1,0.29493454,0.7142857142857143,0.009597617201507092,0.20866484398050206,3.2838524836766987
CLDN6_SLC4A1,CLDN6,SLC4A1,0.36830088,0.5714285714285714,0.008717513643205166,0.2086388366448075,3.2834431945397013
FEV_PTPN1,FEV,PTPN1,0.3679997,0.5714285714285714,0.010037029162049294,0.20819587631347006,3.276472128611755
CLDN6_FOSB,CLDN6,FOSB,0.3661198,0.5714285714285714,0.005018128082156181,0.20816670822320277,3.2760130972586956
ATL1_CDKN1B,ATL1,CDKN1B,0.49028212,0.42857142857142855,0.009798233397305012,0.2080820711526793,3.274681125619642
BPGM_CITED1,BPGM,CITED1,0.36905077,0.5714285714285714,0.014160982333123684,0.20794149896286424,3.2724688778549766
CELF2_PTPN1,CELF2,PTPN1,0.36607596,0.5714285714285714,0.0065130311995744705,0.20783264395245113,3.2707557776053764
CKS1B_CLDN6,CKS1B,CLDN6,0.490553,0.42857142857142855,0.01485397107899189,0.20715984999177114,3.2601677164991747
IRF1_ZBTB1,IRF1,ZBTB1,0.2918138,0.7142857142857143,0.006511685438454151,0.2070899175978327,3.259067158968048
POU3F2_SAMD1,POU3F2,SAMD1,0.3634589,0.5714285714285714,0.00866562221199274,0.20590649305943803,3.2404430748362025
BPGM_SGK1,BPGM,SGK1,0.3642808,0.5714285714285714,0.011409591883420944,0.20581221806754815,3.2389594268945534
DUSP9_UBASH3B,DUSP9,UBASH3B,0.48334426,0.42857142857142855,0.008928997442126274,0.2053142879103731,3.231123276098161
BPGM_RHOXF2,BPGM,RHOXF2,0.2886332,0.7142857142857143,0.007584404665976763,0.20461468907318398,3.2201133745965187
SLC6A9_ZBTB25,SLC6A9,ZBTB25,0.360716,0.5714285714285714,0.00872165709733963,0.2043412260657796,3.2158097642761216
KLF1_UBASH3A,KLF1,UBASH3A,0.3598965,0.5714285714285714,0.007751165423542261,0.20407334281244677,3.211593965054694
BCORL1_PRDM1,BCORL1,PRDM1,0.48054677,0.42857142857142855,0.01025280263274908,0.2038584958541459,3.208212821857938
ATL1_CDKN1C,ATL1,CDKN1C,0.48049593,0.42857142857142855,0.01026488933712244,0.20383448855391265,3.2078350081783866
HK2_SAMD1,HK2,SAMD1,0.3586977,0.5714285714285714,0.007156468462198973,0.2035136821358359,3.2027863333145024
PTPN12_TMSB4X,PTPN12,TMSB4X,0.28908044,0.7142857142857143,0.015069051645696163,0.2034206726621922,3.201322601402581
FOSB_ZBTB1,FOSB,ZBTB1,0.2865298,0.7142857142857143,0.006672091316431761,0.20330766216735097,3.199544104425866
CITED1_CNN1,CITED1,CNN1,0.48137185,0.42857142857142855,0.015710003674030304,0.2031113414124507,3.196454516423027
POU3F2_PTPN12,POU3F2,PTPN12,0.35802767,0.5714285714285714,0.008404451422393322,0.20288212520973126,3.192847237965188
ATL1_SAMD1,ATL1,SAMD1,0.47843647,0.42857142857142855,0.010678641498088837,0.20287774275930542,3.192778269372104
TP73_ZBTB10,TP73,ZBTB10,0.72454584,0.2857142857142857,0.021510416641831398,0.20265392575118057,3.18925596046755
HNF4A_TP73,HNF4A,TP73,0.72116256,0.2857142857142857,0.018510527908802032,0.2023017331516204,3.18371334715169
ATL1_CBL,ATL1,CBL,0.47631592,0.42857142857142855,0.0102160032838583,0.2020710340459981,3.180082731584026
ARID1A_CNN1,ARID1A,CNN1,0.4791312,0.42857142857142855,0.01673487015068531,0.2019621294043134,3.1783688502647864
KLF1_ZNF318,KLF1,ZNF318,0.35599717,0.5714285714285714,0.007294654846191406,0.20195377405382375,3.1782373583568346
DUSP9_SGK1,DUSP9,SGK1,0.47687152,0.42857142857142855,0.013166562654078007,0.20171758151632396,3.174520290181387
CITED1_KLF1,CITED1,KLF1,0.35775968,0.5714285714285714,0.014435794204473495,0.2015249328701671,3.1714884918051442
UBASH3A_ZBTB25,UBASH3A,ZBTB25,0.35445026,0.5714285714285714,0.005795158911496401,0.20137599731312394,3.1691446259695093
BCL2L11_CNN1,BCL2L11,CNN1,0.35385093,0.5714285714285714,0.005122906528413296,0.20116995707312316,3.165902078058913
HK2_KLF1,HK2,KLF1,0.3545648,0.5714285714285714,0.008314374834299088,0.20093777712112207,3.1622481577458683
DUSP9_MAP4K5,DUSP9,MAP4K5,0.47170886,0.42857142857142855,0.008180927485227585,0.2005204980491372,3.1556812493448927
CLDN6_SPI1,CLDN6,SPI1,0.3542979,0.5714285714285714,0.009814380668103695,0.20048827809661268,3.1551741894631067
CNNM4_DUSP9,CNNM4,DUSP9,0.47422603,0.42857142857142855,0.013781243935227394,0.2004769050370734,3.1549952065108156
DUSP9_HK2,DUSP9,HK2,0.4712912,0.42857142857142855,0.008834882639348507,0.20021308980344368,3.150843427544792
RREB1_ZBTB25,RREB1,ZBTB25,0.35305992,0.5714285714285714,0.007869773544371128,0.2001732065878571,3.1502157674461255
KLF1_MAP4K5,KLF1,MAP4K5,0.35236514,0.5714285714285714,0.006827168166637421,0.1999861671751485,3.1472722440990597
DUSP9_TGFBR2,DUSP9,TGFBR2,0.47010028,0.42857142857142855,0.00963451899588108,0.19954899157410252,3.1403922150730303
SLC6A9_UBASH3B,SLC6A9,UBASH3B,0.35217062,0.5714285714285714,0.0092160664498806,0.1994026442026442,3.1380890806778186
DUSP9_MEIS1,DUSP9,MEIS1,0.4693748,0.42857142857142855,0.009159872308373451,0.1993347501515013,3.137020601463882
CNNM4_SAMD1,CNNM4,SAMD1,0.35184503,0.5714285714285714,0.010740751400589943,0.19891777421866452,3.130458463699998
CLDN6_MAML2,CLDN6,MAML2,0.35141245,0.5714285714285714,0.009627694264054298,0.19889223794544086,3.1300565878849365
CLDN6_MAP2K3,CLDN6,MAP2K3,0.35194868,0.5714285714285714,0.011181280016899109,0.1988896892596282,3.13001647807019
STIL_ZBTB1,STIL,ZBTB1,0.28090525,0.7142857142857143,0.008941148407757282,0.19886849210886992,3.1296828889766153
CLDN6_TSC22D1,CLDN6,TSC22D1,0.35074258,0.5714285714285714,0.008050156757235527,0.19882376807505708,3.1289790467446674
ATL1_ZBTB25,ATL1,ZBTB25,0.46871892,0.42857142857142855,0.010458461008965969,0.19880038938381198,3.12861112576744
S1PR2_TGFBR2,S1PR2,TGFBR2,0.35174087,0.5714285714285714,0.011283796280622482,0.19875210284655717,3.127851218816813
CNN1_S1PR2,CNN1,S1PR2,0.4706598,0.42857142857142855,0.014906189404428005,0.19874875305306072,3.127798501610199
CBL_NCL,CBL,NCL,0.280825,0.7142857142857143,0.009578369557857513,0.19868618817817957,3.126813890039557
DUSP9_TBX2,DUSP9,TBX2,0.4704639,0.42857142857142855,0.01839081570506096,0.19798625769047715,3.1157987692046483
CNN1_MAP2K3,CNN1,MAP2K3,0.3502272,0.5714285714285714,0.011566823348402977,0.1978414356036181,3.113519638899077
KMT2A_S1PR2,KMT2A,S1PR2,0.34963265,0.5714285714285714,0.010344356298446655,0.19774454602486408,3.1119948440282
BPGM_PRTG,BPGM,PRTG,0.27901527,0.7142857142857143,0.00940743274986744,0.19743922721617707,3.1071899046378646
PTPN1_S1PR2,PTPN1,S1PR2,0.46650612,0.42857142857142855,0.014177178964018822,0.19713635837110882,3.1024235214267155
CLDN6_ZC3HAV1,CLDN6,ZC3HAV1,0.34896716,0.5714285714285714,0.012340853922069073,0.1969789203495917,3.099945848484203
DUSP9_ZNF318,DUSP9,ZNF318,0.4625704,0.42857142857142855,0.008638274855911732,0.19654663289700774,3.0931427464486596
DUSP9_UBASH3A,DUSP9,UBASH3A,0.46214053,0.42857142857142855,0.007979528978466988,0.19649231120065302,3.092287861485342
AHR_DUSP9,AHR,DUSP9,0.4646603,0.42857142857142855,0.014254575595259666,0.19634136019718512,3.0899122776629997
BPGM_GLB1L2,BPGM,GLB1L2,0.27660176,0.7142857142857143,0.007151526864618063,0.1961697734377436,3.087211939669262
EGR1_ZBTB25,EGR1,ZBTB25,0.27712542,0.7142857142857143,0.010535458102822304,0.1958830100306161,3.082699014977399
BPGM_CELF2,BPGM,CELF2,0.27615744,0.7142857142857143,0.007770522031933069,0.1957343552763726,3.080359568261696
ARRDC3_KLF1,ARRDC3,KLF1,0.34512576,0.5714285714285714,0.0075957290828228,0.19572802557716187,3.0802599549388305
ATL1_SGK1,ATL1,SGK1,0.46236292,0.42857142857142855,0.012637866660952568,0.19568252545434991,3.079543899045306
HOXB9_KLF1,HOXB9,KLF1,0.34692198,0.5714285714285714,0.014392568729817867,0.1954284147551694,3.075544844701917
FOXA1_S1PR2,FOXA1,S1PR2,0.34598243,0.5714285714285714,0.012098293751478195,0.19534095481293176,3.074168448261288
HNF4A_KLF1,HNF4A,KLF1,0.3471667,0.5714285714285714,0.01673070527613163,0.19511652703461704,3.0706365273916
DUSP9_LYL1,DUSP9,LYL1,0.4614632,0.42857142857142855,0.013636925257742405,0.19510925804533602,3.0705221320385117
KLF1_NCL,KLF1,NCL,0.34425932,0.5714285714285714,0.008565935306251049,0.1950488366775212,3.0695712538024806
DUSP9_PTPN9,DUSP9,PTPN9,0.45922005,0.42857142857142855,0.009180090390145779,0.1950183079193281,3.069090809006397
BPGM_FEV,BPGM,FEV,0.27578583,0.7142857142857143,0.010463343001902103,0.19495005187978834,3.068016633018278
DUSP9_NCL,DUSP9,NCL,0.4591114,0.42857142857142855,0.010350885801017284,0.19474622937584463,3.0648089866172996
KLF1_TMSB4X,KLF1,TMSB4X,0.34707195,0.5714285714285714,0.01846453920006752,0.19473120414320252,3.0645725277745526
CNN1_FOXA1,CNN1,FOXA1,0.3437357,0.5714285714285714,0.009591933339834213,0.19455424572134705,3.0617876535138366
BAK1_CLDN6,BAK1,CLDN6,0.3433389,0.5714285714285714,0.008496385999023914,0.19454076755486976,3.061575541547022
CDKN1A_CLDN6,CDKN1A,CLDN6,0.34338352,0.5714285714285714,0.010494335554540157,0.19418135051588029,3.055919233979123
PLK4_PTPN1,PLK4,PTPN1,0.3423515,0.5714285714285714,0.007999461144208908,0.194076915665367,3.0542756957735566
BPGM_MEIS1,BPGM,MEIS1,0.2738177,0.7142857142857143,0.00899434182792902,0.19384059445243712,3.050556602575002
ATL1_POU3F2,ATL1,POU3F2,0.45722094,0.42857142857142855,0.011232803575694561,0.19377519350579195,3.0495273584676643
ATL1_UBASH3B,ATL1,UBASH3B,0.4556869,0.42857142857142855,0.009481357410550117,0.19346011990396553,3.0445689035110863
BPGM_TMSB4X,BPGM,TMSB4X,0.27484974,0.7142857142857143,0.015181909315288067,0.19338528686264445,3.0433912222883395
KLF1_TBX2,KLF1,TBX2,0.34362337,0.5714285714285714,0.01830531843006611,0.1928264616083307,3.0345967379645167
